Unnamed: 0,level_0,index,survived,sex,age,fare,class,who,alive
523,523,523,1,female,44.0,57.9792,First,woman,yes
524,524,524,0,male,29.69911764705882,7.2292,Third,man,no
525,525,525,0,male,40.5,7.75,Third,man,no
526,526,526,1,female,50.0,10.5,Second,woman,yes
527,527,527,0,male,29.69911764705882,221.7792,First,man,no
528,528,528,0,male,39.0,7.925,Third,man,no
529,529,529,0,male,23.0,11.5,Second,man,no
530,530,530,1,female,2.0,26.0,Second,child,yes
531,531,531,0,male,29.69911764705882,7.2292,Third,man,no
532,532,532,0,male,17.0,7.2292,Third,man,no
533,533,533,1,female,29.69911764705882,22.3583,Third,woman,yes
534,534,534,0,female,30.0,8.6625,Third,woman,no
535,535,535,1,female,7.0,26.25,Second,child,yes
536,536,536,0,male,45.0,26.55,First,man,no
537,537,537,1,female,30.0,106.425,First,woman,yes
538,538,538,0,male,29.69911764705882,14.5,Third,man,no
539,539,539,1,female,22.0,49.5,First,woman,yes
540,540,540,1,female,36.0,71.0,First,woman,yes
541,541,541,0,female,9.0,31.275,Third,child,no
542,542,542,0,female,11.0,31.275,Third,child,no
543,543,543,1,male,32.0,26.0,Second,man,yes
544,544,544,0,male,50.0,106.425,First,man,no
545,545,545,0,male,64.0,26.0,First,man,no
546,546,546,1,female,19.0,26.0,Second,woman,yes
547,547,547,1,male,29.69911764705882,13.8625,Second,man,yes
548,548,548,0,male,33.0,20.525,Third,man,no
549,549,549,1,male,8.0,36.75,Second,child,yes
550,550,550,1,male,17.0,110.8833,First,man,yes
551,551,551,0,male,27.0,26.0,Second,man,no
552,552,552,0,male,29.69911764705882,7.8292,Third,man,no
553,553,553,1,male,22.0,7.225,Third,man,yes
554,554,554,1,female,22.0,7.775,Third,woman,yes
555,555,555,0,male,62.0,26.55,First,man,no
556,556,556,1,female,48.0,39.6,First,woman,yes
557,557,557,0,male,29.69911764705882,227.525,First,man,no
558,558,558,1,female,39.0,79.65,First,woman,yes
559,559,559,1,female,36.0,17.4,Third,woman,yes
560,560,560,0,male,29.69911764705882,7.75,Third,man,no
561,561,561,0,male,40.0,7.8958,Third,man,no
562,562,562,0,male,28.0,13.5,Second,man,no
563,563,563,0,male,29.69911764705882,8.05,Third,man,no
564,564,564,0,female,29.69911764705882,8.05,Third,woman,no
565,565,565,0,male,24.0,24.15,Third,man,no
566,566,566,0,male,19.0,7.8958,Third,man,no
567,567,567,0,female,29.0,21.075,Third,woman,no
568,568,568,0,male,29.69911764705882,7.2292,Third,man,no
569,569,569,1,male,32.0,7.8542,Third,man,yes
570,570,570,1,male,62.0,10.5,Second,man,yes
571,571,571,1,female,53.0,51.4792,First,woman,yes
572,572,572,1,male,36.0,26.3875,First,man,yes
573,573,573,1,female,29.69911764705882,7.75,Third,woman,yes
574,574,574,0,male,16.0,8.05,Third,man,no
575,575,575,0,male,19.0,14.5,Third,man,no
576,576,576,1,female,34.0,13.0,Second,woman,yes
577,577,577,1,female,39.0,55.9,First,woman,yes
578,578,578,0,female,29.69911764705882,14.4583,Third,woman,no
579,579,579,1,male,32.0,7.925,Third,man,yes
580,580,580,1,female,25.0,30.0,Second,woman,yes
581,581,581,1,female,39.0,110.8833,First,woman,yes
582,582,582,0,male,54.0,26.0,Second,man,no
583,583,583,0,male,36.0,40.125,First,man,no
584,584,584,0,male,29.69911764705882,8.7125,Third,man,no
585,585,585,1,female,18.0,79.65,First,woman,yes
586,586,586,0,male,47.0,15.0,Second,man,no
587,587,587,1,male,60.0,79.2,First,man,yes
588,588,588,0,male,22.0,8.05,Third,man,no
589,589,589,0,male,29.69911764705882,8.05,Third,man,no
590,590,590,0,male,35.0,7.125,Third,man,no
591,591,591,1,female,52.0,78.2667,First,woman,yes
592,592,592,0,male,47.0,7.25,Third,man,no
593,593,593,0,female,29.69911764705882,7.75,Third,woman,no
594,594,594,0,male,37.0,26.0,Second,man,no
595,595,595,0,male,36.0,24.15,Third,man,no
596,596,596,1,female,29.69911764705882,33.0,Second,woman,yes
597,597,597,0,male,49.0,0.0,Third,man,no
598,598,598,0,male,29.69911764705882,7.225,Third,man,no
599,599,599,1,male,49.0,56.9292,First,man,yes
600,600,600,1,female,24.0,27.0,Second,woman,yes
601,601,601,0,male,29.69911764705882,7.8958,Third,man,no
602,602,602,0,male,29.69911764705882,42.4,First,man,no
603,603,603,0,male,44.0,8.05,Third,man,no
604,604,604,1,male,35.0,26.55,First,man,yes
605,605,605,0,male,36.0,15.55,Third,man,no
606,606,606,0,male,30.0,7.8958,Third,man,no
607,607,607,1,male,27.0,30.5,First,man,yes
608,608,608,1,female,22.0,41.5792,Second,woman,yes
609,609,609,1,female,40.0,153.4625,First,woman,yes
610,610,610,0,female,39.0,31.275,Third,woman,no
611,611,611,0,male,29.69911764705882,7.05,Third,man,no
612,612,612,1,female,29.69911764705882,15.5,Third,woman,yes
613,613,613,0,male,29.69911764705882,7.75,Third,man,no
614,614,614,0,male,35.0,8.05,Third,man,no
615,615,615,1,female,24.0,65.0,Second,woman,yes
616,616,616,0,male,34.0,14.4,Third,man,no
617,617,617,0,female,26.0,16.1,Third,woman,no
618,618,618,1,female,4.0,39.0,Second,child,yes
619,619,619,0,male,26.0,10.5,Second,man,no
620,620,620,0,male,27.0,14.4542,Third,man,no
621,621,621,1,male,42.0,52.5542,First,man,yes
622,622,622,1,male,20.0,15.7417,Third,man,yes
623,623,623,0,male,21.0,7.8542,Third,man,no
624,624,624,0,male,21.0,16.1,Third,man,no
625,625,625,0,male,61.0,32.3208,First,man,no
626,626,626,0,male,57.0,12.35,Second,man,no
627,627,627,1,female,21.0,77.9583,First,woman,yes
628,628,628,0,male,26.0,7.8958,Third,man,no
629,629,629,0,male,29.69911764705882,7.7333,Third,man,no
630,630,630,1,male,80.0,30.0,First,man,yes
631,631,631,0,male,51.0,7.0542,Third,man,no
632,632,632,1,male,32.0,30.5,First,man,yes
633,633,633,0,male,29.69911764705882,0.0,First,man,no
634,634,634,0,female,9.0,27.9,Third,child,no
635,635,635,1,female,28.0,13.0,Second,woman,yes
636,636,636,0,male,32.0,7.925,Third,man,no
637,637,637,0,male,31.0,26.25,Second,man,no
638,638,638,0,female,41.0,39.6875,Third,woman,no
639,639,639,0,male,29.69911764705882,16.1,Third,man,no
640,640,640,0,male,20.0,7.8542,Third,man,no
641,641,641,1,female,24.0,69.3,First,woman,yes
642,642,642,0,female,2.0,27.9,Third,child,no
643,643,643,1,male,29.69911764705882,56.4958,Third,man,yes
644,644,644,1,female,0.75,19.2583,Third,child,yes
645,645,645,1,male,48.0,76.7292,First,man,yes
646,646,646,0,male,19.0,7.8958,Third,man,no
647,647,647,1,male,56.0,35.5,First,man,yes
648,648,648,0,male,29.69911764705882,7.55,Third,man,no
649,649,649,1,female,23.0,7.55,Third,woman,yes
650,650,650,0,male,29.69911764705882,7.8958,Third,man,no
651,651,651,1,female,18.0,23.0,Second,woman,yes
652,652,652,0,male,21.0,8.4333,Third,man,no
653,653,653,1,female,29.69911764705882,7.8292,Third,woman,yes
654,654,654,0,female,18.0,6.75,Third,woman,no
655,655,655,0,male,24.0,73.5,Second,man,no
656,656,656,0,male,29.69911764705882,7.8958,Third,man,no
657,657,657,0,female,32.0,15.5,Third,woman,no
658,658,658,0,male,23.0,13.0,Second,man,no
659,659,659,0,male,58.0,113.275,First,man,no
660,660,660,1,male,50.0,133.65,First,man,yes
661,661,661,0,male,40.0,7.225,Third,man,no
662,662,662,0,male,47.0,25.5875,First,man,no
663,663,663,0,male,36.0,7.4958,Third,man,no
664,664,664,1,male,20.0,7.925,Third,man,yes
665,665,665,0,male,32.0,73.5,Second,man,no
666,666,666,0,male,25.0,13.0,Second,man,no
667,667,667,0,male,29.69911764705882,7.775,Third,man,no
668,668,668,0,male,43.0,8.05,Third,man,no
669,669,669,1,female,29.69911764705882,52.0,First,woman,yes
670,670,670,1,female,40.0,39.0,Second,woman,yes
671,671,671,0,male,31.0,52.0,First,man,no
672,672,672,0,male,70.0,10.5,Second,man,no
673,673,673,1,male,31.0,13.0,Second,man,yes
674,674,674,0,male,29.69911764705882,0.0,Second,man,no
675,675,675,0,male,18.0,7.775,Third,man,no
676,676,676,0,male,24.5,8.05,Third,man,no
677,677,677,1,female,18.0,9.8417,Third,woman,yes
678,678,678,0,female,43.0,46.9,Third,woman,no
679,679,679,1,male,36.0,512.3292,First,man,yes
680,680,680,0,female,29.69911764705882,8.1375,Third,woman,no
681,681,681,1,male,27.0,76.7292,First,man,yes
682,682,682,0,male,20.0,9.225,Third,man,no
683,683,683,0,male,14.0,46.9,Third,child,no
684,684,684,0,male,60.0,39.0,Second,man,no
685,685,685,0,male,25.0,41.5792,Second,man,no
686,686,686,0,male,14.0,39.6875,Third,child,no
687,687,687,0,male,19.0,10.1708,Third,man,no
688,688,688,0,male,18.0,7.7958,Third,man,no
689,689,689,1,female,15.0,211.3375,First,child,yes
690,690,690,1,male,31.0,57.0,First,man,yes
691,691,691,1,female,4.0,13.4167,Third,child,yes
692,692,692,1,male,29.69911764705882,56.4958,Third,man,yes
693,693,693,0,male,25.0,7.225,Third,man,no
694,694,694,0,male,60.0,26.55,First,man,no
695,695,695,0,male,52.0,13.5,Second,man,no
696,696,696,0,male,44.0,8.05,Third,man,no
697,697,697,1,female,29.69911764705882,7.7333,Third,woman,yes
698,698,698,0,male,49.0,110.8833,First,man,no
699,699,699,0,male,42.0,7.65,Third,man,no
700,700,700,1,female,18.0,227.525,First,woman,yes
701,701,701,1,male,35.0,26.2875,First,man,yes
702,702,702,0,female,18.0,14.4542,Third,woman,no
703,703,703,0,male,25.0,7.7417,Third,man,no
704,704,704,0,male,26.0,7.8542,Third,man,no
705,705,705,0,male,39.0,26.0,Second,man,no
706,706,706,1,female,45.0,13.5,Second,woman,yes
707,707,707,1,male,42.0,26.2875,First,man,yes
708,708,708,1,female,22.0,151.55,First,woman,yes
709,709,709,1,male,29.69911764705882,15.2458,Third,man,yes
710,710,710,1,female,24.0,49.5042,First,woman,yes
711,711,711,0,male,29.69911764705882,26.55,First,man,no
712,712,712,1,male,48.0,52.0,First,man,yes
713,713,713,0,male,29.0,9.4833,Third,man,no
714,714,714,0,male,52.0,13.0,Second,man,no
715,715,715,0,male,19.0,7.65,Third,man,no
716,716,716,1,female,38.0,227.525,First,woman,yes
717,717,717,1,female,27.0,10.5,Second,woman,yes
718,718,718,0,male,29.69911764705882,15.5,Third,man,no
719,719,719,0,male,33.0,7.775,Third,man,no
720,720,720,1,female,6.0,33.0,Second,child,yes
721,721,721,0,male,17.0,7.0542,Third,man,no
722,722,722,0,male,34.0,13.0,Second,man,no
723,723,723,0,male,50.0,13.0,Second,man,no
724,724,724,1,male,27.0,53.1,First,man,yes
725,725,725,0,male,20.0,8.6625,Third,man,no
726,726,726,1,female,30.0,21.0,Second,woman,yes
727,727,727,1,female,29.69911764705882,7.7375,Third,woman,yes
728,728,728,0,male,25.0,26.0,Second,man,no
729,729,729,0,female,25.0,7.925,Third,woman,no
730,730,730,1,female,29.0,211.3375,First,woman,yes
731,731,731,0,male,11.0,18.7875,Third,child,no
732,732,732,0,male,29.69911764705882,0.0,Second,man,no
733,733,733,0,male,23.0,13.0,Second,man,no
734,734,734,0,male,23.0,13.0,Second,man,no
735,735,735,0,male,28.5,16.1,Third,man,no
736,736,736,0,female,48.0,34.375,Third,woman,no
737,737,737,1,male,35.0,512.3292,First,man,yes
738,738,738,0,male,29.69911764705882,7.8958,Third,man,no
739,739,739,0,male,29.69911764705882,7.8958,Third,man,no
740,740,740,1,male,29.69911764705882,30.0,First,man,yes
741,741,741,0,male,36.0,78.85,First,man,no
742,742,742,1,female,21.0,262.375,First,woman,yes
743,743,743,0,male,24.0,16.1,Third,man,no
744,744,744,1,male,31.0,7.925,Third,man,yes
745,745,745,0,male,70.0,71.0,First,man,no
746,746,746,0,male,16.0,20.25,Third,man,no
747,747,747,1,female,30.0,13.0,Second,woman,yes
748,748,748,0,male,19.0,53.1,First,man,no
749,749,749,0,male,31.0,7.75,Third,man,no
750,750,750,1,female,4.0,23.0,Second,child,yes
751,751,751,1,male,6.0,12.475,Third,child,yes
752,752,752,0,male,33.0,9.5,Third,man,no
753,753,753,0,male,23.0,7.8958,Third,man,no
754,754,754,1,female,48.0,65.0,Second,woman,yes
755,755,755,1,male,0.67,14.5,Second,child,yes
756,756,756,0,male,28.0,7.7958,Third,man,no
757,757,757,0,male,18.0,11.5,Second,man,no
758,758,758,0,male,34.0,8.05,Third,man,no
759,759,759,1,female,33.0,86.5,First,woman,yes
760,760,760,0,male,29.69911764705882,14.5,Third,man,no
761,761,761,0,male,41.0,7.125,Third,man,no
762,762,762,1,male,20.0,7.2292,Third,man,yes
763,763,763,1,female,36.0,120.0,First,woman,yes
764,764,764,0,male,16.0,7.775,Third,man,no
765,765,765,1,female,51.0,77.9583,First,woman,yes
766,766,766,0,male,29.69911764705882,39.6,First,man,no
767,767,767,0,female,30.5,7.75,Third,woman,no
768,768,768,0,male,29.69911764705882,24.15,Third,man,no
769,769,769,0,male,32.0,8.3625,Third,man,no
770,770,770,0,male,24.0,9.5,Third,man,no
771,771,771,0,male,48.0,7.8542,Third,man,no
772,772,772,0,female,57.0,10.5,Second,woman,no
773,773,773,0,male,29.69911764705882,7.225,Third,man,no
774,774,774,1,female,54.0,23.0,Second,woman,yes
775,775,775,0,male,18.0,7.75,Third,man,no
776,776,776,0,male,29.69911764705882,7.75,Third,man,no
777,777,777,1,female,5.0,12.475,Third,child,yes
778,778,778,0,male,29.69911764705882,7.7375,Third,man,no
779,779,779,1,female,43.0,211.3375,First,woman,yes
780,780,780,1,female,13.0,7.2292,Third,child,yes
781,781,781,1,female,17.0,57.0,First,woman,yes
782,782,782,0,male,29.0,30.0,First,man,no
783,783,783,0,male,29.69911764705882,23.45,Third,man,no
784,784,784,0,male,25.0,7.05,Third,man,no
785,785,785,0,male,25.0,7.25,Third,man,no
786,786,786,1,female,18.0,7.4958,Third,woman,yes
787,787,787,0,male,8.0,29.125,Third,child,no
788,788,788,1,male,1.0,20.575,Third,child,yes
789,789,789,0,male,46.0,79.2,First,man,no
790,790,790,0,male,29.69911764705882,7.75,Third,man,no
791,791,791,0,male,16.0,26.0,Second,man,no
792,792,792,0,female,29.69911764705882,69.55,Third,woman,no
793,793,793,0,male,29.69911764705882,30.6958,First,man,no
794,794,794,0,male,25.0,7.8958,Third,man,no
795,795,795,0,male,39.0,13.0,Second,man,no
796,796,796,1,female,49.0,25.9292,First,woman,yes
797,797,797,1,female,31.0,8.6833,Third,woman,yes
798,798,798,0,male,30.0,7.2292,Third,man,no
799,799,799,0,female,30.0,24.15,Third,woman,no
800,800,800,0,male,34.0,13.0,Second,man,no
801,801,801,1,female,31.0,26.25,Second,woman,yes
802,802,802,1,male,11.0,120.0,First,child,yes
803,803,803,1,male,0.42,8.5167,Third,child,yes
804,804,804,1,male,27.0,6.975,Third,man,yes
805,805,805,0,male,31.0,7.775,Third,man,no
806,806,806,0,male,39.0,0.0,First,man,no
807,807,807,0,female,18.0,7.775,Third,woman,no
808,808,808,0,male,39.0,13.0,Second,man,no
809,809,809,1,female,33.0,53.1,First,woman,yes
810,810,810,0,male,26.0,7.8875,Third,man,no
811,811,811,0,male,39.0,24.15,Third,man,no
812,812,812,0,male,35.0,10.5,Second,man,no
813,813,813,0,female,6.0,31.275,Third,child,no
814,814,814,0,male,30.5,8.05,Third,man,no
815,815,815,0,male,29.69911764705882,0.0,First,man,no
816,816,816,0,female,23.0,7.925,Third,woman,no
817,817,817,0,male,31.0,37.0042,Second,man,no
818,818,818,0,male,43.0,6.45,Third,man,no
819,819,819,0,male,10.0,27.9,Third,child,no
820,820,820,1,female,52.0,93.5,First,woman,yes
821,821,821,1,male,27.0,8.6625,Third,man,yes
822,822,822,0,male,38.0,0.0,First,man,no
823,823,823,1,female,27.0,12.475,Third,woman,yes
824,824,824,0,male,2.0,39.6875,Third,child,no
825,825,825,0,male,29.69911764705882,6.95,Third,man,no
826,826,826,0,male,29.69911764705882,56.4958,Third,man,no
827,827,827,1,male,1.0,37.0042,Second,child,yes
828,828,828,1,male,29.69911764705882,7.75,Third,man,yes
829,829,829,1,female,62.0,80.0,First,woman,yes
830,830,830,1,female,15.0,14.4542,Third,child,yes
831,831,831,1,male,0.83,18.75,Second,child,yes
832,832,832,0,male,29.69911764705882,7.2292,Third,man,no
833,833,833,0,male,23.0,7.8542,Third,man,no
834,834,834,0,male,18.0,8.3,Third,man,no
835,835,835,1,female,39.0,83.1583,First,woman,yes
836,836,836,0,male,21.0,8.6625,Third,man,no
837,837,837,0,male,29.69911764705882,8.05,Third,man,no
838,838,838,1,male,32.0,56.4958,Third,man,yes
839,839,839,1,male,29.69911764705882,29.7,First,man,yes
840,840,840,0,male,20.0,7.925,Third,man,no
841,841,841,0,male,16.0,10.5,Second,man,no
842,842,842,1,female,30.0,31.0,First,woman,yes
843,843,843,0,male,34.5,6.4375,Third,man,no
844,844,844,0,male,17.0,8.6625,Third,man,no
845,845,845,0,male,42.0,7.55,Third,man,no
846,846,846,0,male,29.69911764705882,69.55,Third,man,no
847,847,847,0,male,35.0,7.8958,Third,man,no
848,848,848,0,male,28.0,33.0,Second,man,no
849,849,849,1,female,29.69911764705882,89.1042,First,woman,yes
850,850,850,0,male,4.0,31.275,Third,child,no
851,851,851,0,male,74.0,7.775,Third,man,no
852,852,852,0,female,9.0,15.2458,Third,child,no
853,853,853,1,female,16.0,39.4,First,woman,yes
854,854,854,0,female,44.0,26.0,Second,woman,no
855,855,855,1,female,18.0,9.35,Third,woman,yes
856,856,856,1,female,45.0,164.8667,First,woman,yes
857,857,857,1,male,51.0,26.55,First,man,yes
858,858,858,1,female,24.0,19.2583,Third,woman,yes
859,859,859,0,male,29.69911764705882,7.2292,Third,man,no
860,860,860,0,male,41.0,14.1083,Third,man,no
861,861,861,0,male,21.0,11.5,Second,man,no
862,862,862,1,female,48.0,25.9292,First,woman,yes
863,863,863,0,female,29.69911764705882,69.55,Third,woman,no
864,864,864,0,male,24.0,13.0,Second,man,no
865,865,865,1,female,42.0,13.0,Second,woman,yes
866,866,866,1,female,27.0,13.8583,Second,woman,yes
867,867,867,0,male,31.0,50.4958,First,man,no
868,868,868,0,male,29.69911764705882,9.5,Third,man,no
869,869,869,1,male,4.0,11.1333,Third,child,yes
870,870,870,0,male,26.0,7.8958,Third,man,no
871,871,871,1,female,47.0,52.5542,First,woman,yes
872,872,872,0,male,33.0,5.0,First,man,no
873,873,873,0,male,47.0,9.0,Third,man,no
874,874,874,1,female,28.0,24.0,Second,woman,yes
875,875,875,1,female,15.0,7.225,Third,child,yes
876,876,876,0,male,20.0,9.8458,Third,man,no
877,877,877,0,male,19.0,7.8958,Third,man,no
878,878,878,0,male,29.69911764705882,7.8958,Third,man,no
879,879,879,1,female,56.0,83.1583,First,woman,yes
880,880,880,1,female,25.0,26.0,Second,woman,yes
881,881,881,0,male,33.0,7.8958,Third,man,no
882,882,882,0,female,22.0,10.5167,Third,woman,no
883,883,883,0,male,28.0,10.5,Second,man,no
884,884,884,0,male,25.0,7.05,Third,man,no
885,885,885,0,female,39.0,29.125,Third,woman,no
886,886,886,0,male,27.0,13.0,Second,man,no
887,887,887,1,female,19.0,30.0,First,woman,yes
888,888,888,0,female,29.69911764705882,23.45,Third,woman,no
889,889,889,1,male,26.0,30.0,First,man,yes
890,890,890,0,male,32.0,7.75,Third,man,no
